Unnamed: 0,Player No,Player Name,Position,Point,Errors,Touches,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
10,23,Gennari Giulia ,S,0,1,0,1,-100.0,ITA,BLOCK,0,0,16118,
11,32,Malual Adhuoljok John Majak ,O,0,1,0,1,-100.0,ITA,BLOCK,0,0,16118,
12,34,Nwakalor Linda Nkiruka ,MB,0,0,0,0,,ITA,BLOCK,0,0,16118,
0,4,Bosio Francesca ,S,2,0,1,3,66.67,ITA,BLOCK,1,25,16118,1.0
1,19,Squarcini Federica ,MB,2,0,3,5,40.0,ITA,BLOCK,1,25,16118,1.0
2,15,Nwakalor Sylvia Chinelo ,O,1,1,2,4,0.0,ITA,BLOCK,1,25,16118,1.0
3,2,Degradi Alice Carlotta ,OH,0,0,0,0,,ITA,BLOCK,1,25,16118,1.0
4,3,Villani Francesca ,OH,0,0,0,0,,ITA,BLOCK,1,25,16118,1.0
5,11,Danesi Anna (C),MB,0,1,0,1,-100.0,ITA,BLOCK,1,25,16118,1.0
6,12,Mazzaro Alessia ,MB,0,0,0,0,,ITA,BLOCK,1,25,16118,1.0
7,16,D'Odorico Sofia ,OH,0,0,1,1,0.0,ITA,BLOCK,1,25,16118,1.0
8,20,Parrocchiale Beatrice ,L,0,0,0,0,,ITA,BLOCK,1,25,16118,1.0
9,21,Omoruyi Oghosasere Loveth ,OH,0,0,0,0,,ITA,BLOCK,1,25,16118,1.0
10,23,Gennari Giulia ,S,0,0,0,0,,ITA,BLOCK,1,25,16118,1.0
11,32,Malual Adhuoljok John Majak ,O,0,0,0,0,,ITA,BLOCK,1,25,16118,1.0
12,34,Nwakalor Linda Nkiruka ,MB,0,0,0,0,,ITA,BLOCK,1,25,16118,1.0
0,11,Danesi Anna (C),MB,2,0,1,3,66.67,ITA,BLOCK,2,25,16118,1.0
1,15,Nwakalor Sylvia Chinelo ,O,2,1,4,7,14.29,ITA,BLOCK,2,25,16118,1.0
2,2,Degradi Alice Carlotta ,OH,0,0,0,0,,ITA,BLOCK,2,25,16118,1.0
3,3,Villani Francesca ,OH,0,0,0,0,,ITA,BLOCK,2,25,16118,1.0
4,4,Bosio Francesca ,S,0,1,0,1,-100.0,ITA,BLOCK,2,25,16118,1.0
5,12,Mazzaro Alessia ,MB,0,0,1,1,0.0,ITA,BLOCK,2,25,16118,1.0
6,16,D'Odorico Sofia ,OH,0,0,1,1,0.0,ITA,BLOCK,2,25,16118,1.0
7,19,Squarcini Federica ,MB,0,0,1,1,0.0,ITA,BLOCK,2,25,16118,1.0
8,20,Parrocchiale Beatrice ,L,0,0,0,0,,ITA,BLOCK,2,25,16118,1.0
9,21,Omoruyi Oghosasere Loveth ,OH,0,0,2,2,0.0,ITA,BLOCK,2,25,16118,1.0
10,23,Gennari Giulia ,S,0,0,0,0,,ITA,BLOCK,2,25,16118,1.0
11,32,Malual Adhuoljok John Majak ,O,0,0,0,0,,ITA,BLOCK,2,25,16118,1.0
12,34,Nwakalor Linda Nkiruka ,MB,0,0,0,0,,ITA,BLOCK,2,25,16118,1.0
0,11,Danesi Anna (C),MB,1,0,1,2,50.0,ITA,BLOCK,3,17,16118,0.0
1,12,Mazzaro Alessia ,MB,1,0,2,3,33.33,ITA,BLOCK,3,17,16118,0.0
2,21,Omoruyi Oghosasere Loveth ,OH,1,0,0,1,100.0,ITA,BLOCK,3,17,16118,0.0
3,2,Degradi Alice Carlotta ,OH,0,0,0,0,,ITA,BLOCK,3,17,16118,0.0
4,3,Villani Francesca ,OH,0,0,0,0,,ITA,BLOCK,3,17,16118,0.0
5,4,Bosio Francesca ,S,0,1,1,2,-50.0,ITA,BLOCK,3,17,16118,0.0
6,15,Nwakalor Sylvia Chinelo ,O,0,1,1,2,-50.0,ITA,BLOCK,3,17,16118,0.0
7,16,D'Odorico Sofia ,OH,0,2,1,3,-66.67,ITA,BLOCK,3,17,16118,0.0
8,19,Squarcini Federica ,MB,0,0,0,0,,ITA,BLOCK,3,17,16118,0.0
9,20,Parrocchiale Beatrice ,L,0,0,0,0,,ITA,BLOCK,3,17,16118,0.0
10,23,Gennari Giulia ,S,0,1,0,1,-100.0,ITA,BLOCK,3,17,16118,0.0
11,32,Malual Adhuoljok John Majak ,O,0,1,0,1,-100.0,ITA,BLOCK,3,17,16118,0.0
12,34,Nwakalor Linda Nkiruka ,MB,0,0,0,0,,ITA,BLOCK,3,17,16118,0.0
0,15,Nwakalor Sylvia Chinelo ,O,2,2,3,7,0.0,ITA,BLOCK,4,25,16118,1.0
1,2,Degradi Alice Carlotta ,OH,1,0,1,2,50.0,ITA,BLOCK,4,25,16118,1.0
2,11,Danesi Anna (C),MB,1,2,3,6,-16.67,ITA,BLOCK,4,25,16118,1.0
3,12,Mazzaro Alessia ,MB,1,1,0,2,0.0,ITA,BLOCK,4,25,16118,1.0
4,21,Omoruyi Oghosasere Loveth ,OH,1,1,0,2,0.0,ITA,BLOCK,4,25,16118,1.0
5,3,Villani Francesca ,OH,0,0,0,0,,ITA,BLOCK,4,25,16118,1.0
6,4,Bosio Francesca ,S,0,1,4,5,-20.0,ITA,BLOCK,4,25,16118,1.0
7,16,D'Odorico Sofia ,OH,0,0,0,0,,ITA,BLOCK,4,25,16118,1.0
8,19,Squarcini Federica ,MB,0,0,0,0,,ITA,BLOCK,4,25,16118,1.0
9,20,Parrocchiale Beatrice ,L,0,0,0,0,,ITA,BLOCK,4,25,16118,1.0
10,23,Gennari Giulia ,S,0,0,0,0,,ITA,BLOCK,4,25,16118,1.0
11,32,Malual Adhuoljok John Majak ,O,0,0,0,0,,ITA,BLOCK,4,25,16118,1.0
12,34,Nwakalor Linda Nkiruka ,MB,0,0,0,0,,ITA,BLOCK,4,25,16118,1.0
0,23,Miyabe Airi ,OH,5,6,6,17,-5.88,JPN,BLOCK,0,0,16118,
1,1,Nagaoka Miyu ,O,2,3,3,8,-12.5,JPN,BLOCK,0,0,16118,
2,3,Nishida Sarina (C),OH,1,3,0,4,-50.0,JPN,BLOCK,0,0,16118,
3,11,Yamada Nichika ,MB,1,5,9,15,-26.67,JPN,BLOCK,0,0,16118,
4,2,Hayashi Kotona ,OH,0,0,0,0,,JPN,BLOCK,0,0,16118,
5,4,Ishikawa Mayu ,OH,0,1,2,3,-33.33,JPN,BLOCK,0,0,16118,
6,6,Seki Nanami ,S,0,2,4,6,-33.33,JPN,BLOCK,0,0,16118,
7,10,Inoue Arisa ,OH,0,0,3,3,0.0,JPN,BLOCK,0,0,16118,
8,12,Fukudome Satomi ,L,0,0,0,0,,JPN,BLOCK,0,0,16118,
9,21,Matsui Tamaki ,S,0,0,0,0,,JPN,BLOCK,0,0,16118,
10,24,Irisawa Mai ,MB,0,0,0,0,,JPN,BLOCK,0,0,16118,
11,29,Nishimura Minami ,L,0,0,0,0,,JPN,BLOCK,0,0,16118,
12,37,Wada Yukiko ,OH,0,1,1,2,-50.0,JPN,BLOCK,0,0,16118,
0,1,Nagaoka Miyu ,O,1,0,1,2,50.0,JPN,BLOCK,1,23,16118,0.0
1,3,Nishida Sarina (C),OH,1,3,0,4,-50.0,JPN,BLOCK,1,23,16118,0.0
2,23,Miyabe Airi ,OH,1,1,0,2,0.0,JPN,BLOCK,1,23,16118,0.0
3,2,Hayashi Kotona ,OH,0,0,0,0,,JPN,BLOCK,1,23,16118,0.0
4,4,Ishikawa Mayu ,OH,0,0,0,0,,JPN,BLOCK,1,23,16118,0.0
5,6,Seki Nanami ,S,0,1,2,3,-33.33,JPN,BLOCK,1,23,16118,0.0
6,10,Inoue Arisa ,OH,0,0,2,2,0.0,JPN,BLOCK,1,23,16118,0.0
7,11,Yamada Nichika ,MB,0,0,1,1,0.0,JPN,BLOCK,1,23,16118,0.0
8,12,Fukudome Satomi ,L,0,0,0,0,,JPN,BLOCK,1,23,16118,0.0
9,21,Matsui Tamaki ,S,0,0,0,0,,JPN,BLOCK,1,23,16118,0.0
10,24,Irisawa Mai ,MB,0,0,0,0,,JPN,BLOCK,1,23,16118,0.0
11,29,Nishimura Minami ,L,0,0,0,0,,JPN,BLOCK,1,23,16118,0.0
12,37,Wada Yukiko ,OH,0,0,0,0,,JPN,BLOCK,1,23,16118,0.0
0,11,Yamada Nichika ,MB,1,1,3,5,0.0,JPN,BLOCK,2,23,16118,0.0
1,1,Nagaoka Miyu ,O,0,1,1,2,-50.0,JPN,BLOCK,2,23,16118,0.0
2,2,Hayashi Kotona ,OH,0,0,0,0,,JPN,BLOCK,2,23,16118,0.0
3,3,Nishida Sarina (C),OH,0,0,0,0,,JPN,BLOCK,2,23,16118,0.0
4,4,Ishikawa Mayu ,OH,0,0,0,0,,JPN,BLOCK,2,23,16118,0.0
5,6,Seki Nanami ,S,0,0,1,1,0.0,JPN,BLOCK,2,23,16118,0.0
6,10,Inoue Arisa ,OH,0,0,1,1,0.0,JPN,BLOCK,2,23,16118,0.0
7,12,Fukudome Satomi ,L,0,0,0,0,,JPN,BLOCK,2,23,16118,0.0
8,21,Matsui Tamaki ,S,0,0,0,0,,JPN,BLOCK,2,23,16118,0.0
9,23,Miyabe Airi ,OH,0,2,2,4,-50.0,JPN,BLOCK,2,23,16118,0.0
10,24,Irisawa Mai ,MB,0,0,0,0,,JPN,BLOCK,2,23,16118,0.0
11,29,Nishimura Minami ,L,0,0,0,0,,JPN,BLOCK,2,23,16118,0.0
12,37,Wada Yukiko ,OH,0,0,0,0,,JPN,BLOCK,2,23,16118,0.0
0,23,Miyabe Airi ,OH,2,1,4,7,14.29,JPN,BLOCK,3,25,16118,1.0
1,1,Nagaoka Miyu ,O,0,1,0,1,-100.0,JPN,BLOCK,3,25,16118,1.0
2,2,Hayashi Kotona ,OH,0,0,0,0,,JPN,BLOCK,3,25,16118,1.0
3,3,Nishida Sarina (C),OH,0,0,0,0,,JPN,BLOCK,3,25,16118,1.0
4,4,Ishikawa Mayu ,OH,0,1,0,1,-100.0,JPN,BLOCK,3,25,16118,1.0
5,6,Seki Nanami ,S,0,0,1,1,0.0,JPN,BLOCK,3,25,16118,1.0
6,10,Inoue Arisa ,OH,0,0,0,0,,JPN,BLOCK,3,25,16118,1.0
7,11,Yamada Nichika ,MB,0,1,0,1,-100.0,JPN,BLOCK,3,25,16118,1.0
8,12,Fukudome Satomi ,L,0,0,0,0,,JPN,BLOCK,3,25,16118,1.0
9,21,Matsui Tamaki ,S,0,0,0,0,,JPN,BLOCK,3,25,16118,1.0
10,24,Irisawa Mai ,MB,0,0,0,0,,JPN,BLOCK,3,25,16118,1.0
11,29,Nishimura Minami ,L,0,0,0,0,,JPN,BLOCK,3,25,16118,1.0
12,37,Wada Yukiko ,OH,0,0,0,0,,JPN,BLOCK,3,25,16118,1.0
0,23,Miyabe Airi ,OH,2,2,0,4,0.0,JPN,BLOCK,4,22,16118,0.0
1,1,Nagaoka Miyu ,O,1,1,1,3,0.0,JPN,BLOCK,4,22,16118,0.0
2,2,Hayashi Kotona ,OH,0,0,0,0,,JPN,BLOCK,4,22,16118,0.0
3,3,Nishida Sarina (C),OH,0,0,0,0,,JPN,BLOCK,4,22,16118,0.0
4,4,Ishikawa Mayu ,OH,0,0,2,2,0.0,JPN,BLOCK,4,22,16118,0.0
5,6,Seki Nanami ,S,0,1,0,1,-100.0,JPN,BLOCK,4,22,16118,0.0
6,10,Inoue Arisa ,OH,0,0,0,0,,JPN,BLOCK,4,22,16118,0.0
7,11,Yamada Nichika ,MB,0,3,5,8,-37.5,JPN,BLOCK,4,22,16118,0.0
8,12,Fukudome Satomi ,L,0,0,0,0,,JPN,BLOCK,4,22,16118,0.0
9,21,Matsui Tamaki ,S,0,0,0,0,,JPN,BLOCK,4,22,16118,0.0
10,24,Irisawa Mai ,MB,0,0,0,0,,JPN,BLOCK,4,22,16118,0.0
11,29,Nishimura Minami ,L,0,0,0,0,,JPN,BLOCK,4,22,16118,0.0
12,37,Wada Yukiko ,OH,0,1,1,2,-50.0,JPN,BLOCK,4,22,16118,0.0
0,99,Bundasak Jarasporn ,MB,3,0,3,6,50.0,THA,BLOCK,0,0,16119,
1,19,Moksri Chatchu-On ,OH,1,0,2,3,33.33,THA,BLOCK,0,0,16119,
2,1,Srithong Wipawee ,OH,0,1,0,1,-100.0,THA,BLOCK,0,0,16119,
3,3,Guedpard Pornpun (C),S,0,0,1,1,0.0,THA,BLOCK,0,0,16119,
4,5,Nuekjang Thatdao ,MB,0,0,0,0,,THA,BLOCK,0,0,16119,
5,12,Bamrungsuk Hattaya ,MB,0,1,2,3,-33.33,THA,BLOCK,0,0,16119,
6,14,Chuewulim Sutadta ,OH,0,0,0,0,,THA,BLOCK,0,0,16119,
7,15,Phomla Soraya ,S,0,2,0,2,-100.0,THA,BLOCK,0,0,16119,
8,16,Kokram Pimpichaya ,O,0,2,0,2,-100.0,THA,BLOCK,0,0,16119,
9,18,Kongyot Ajcharaporn ,OH,0,0,2,2,0.0,THA,BLOCK,0,0,16119,
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,BLOCK,0,0,16119,
11,21,Sooksod Thanacha ,O,0,1,1,2,-50.0,THA,BLOCK,0,0,16119,
12,24,Boonlert Tichakorn ,MB,0,1,3,4,-25.0,THA,BLOCK,0,0,16119,
0,99,Bundasak Jarasporn ,MB,1,0,0,1,100.0,THA,BLOCK,1,20,16119,0.0
1,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,1,20,16119,0.0
2,3,Guedpard Pornpun (C),S,0,0,0,0,,THA,BLOCK,1,20,16119,0.0
3,5,Nuekjang Thatdao ,MB,0,0,0,0,,THA,BLOCK,1,20,16119,0.0
4,12,Bamrungsuk Hattaya ,MB,0,0,2,2,0.0,THA,BLOCK,1,20,16119,0.0
5,14,Chuewulim Sutadta ,OH,0,0,0,0,,THA,BLOCK,1,20,16119,0.0
6,15,Phomla Soraya ,S,0,2,0,2,-100.0,THA,BLOCK,1,20,16119,0.0
7,16,Kokram Pimpichaya ,O,0,0,0,0,,THA,BLOCK,1,20,16119,0.0
8,18,Kongyot Ajcharaporn ,OH,0,0,1,1,0.0,THA,BLOCK,1,20,16119,0.0
9,19,Moksri Chatchu-On ,OH,0,0,1,1,0.0,THA,BLOCK,1,20,16119,0.0
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,BLOCK,1,20,16119,0.0
11,21,Sooksod Thanacha ,O,0,0,0,0,,THA,BLOCK,1,20,16119,0.0
12,24,Boonlert Tichakorn ,MB,0,0,0,0,,THA,BLOCK,1,20,16119,0.0
0,99,Bundasak Jarasporn ,MB,1,0,1,2,50.0,THA,BLOCK,2,16,16119,0.0
1,1,Srithong Wipawee ,OH,0,1,0,1,-100.0,THA,BLOCK,2,16,16119,0.0
2,3,Guedpard Pornpun (C),S,0,0,1,1,0.0,THA,BLOCK,2,16,16119,0.0
3,5,Nuekjang Thatdao ,MB,0,0,0,0,,THA,BLOCK,2,16,16119,0.0
4,12,Bamrungsuk Hattaya ,MB,0,1,0,1,-100.0,THA,BLOCK,2,16,16119,0.0
5,14,Chuewulim Sutadta ,OH,0,0,0,0,,THA,BLOCK,2,16,16119,0.0
6,15,Phomla Soraya ,S,0,0,0,0,,THA,BLOCK,2,16,16119,0.0
7,16,Kokram Pimpichaya ,O,0,1,0,1,-100.0,THA,BLOCK,2,16,16119,0.0
8,18,Kongyot Ajcharaporn ,OH,0,0,1,1,0.0,THA,BLOCK,2,16,16119,0.0
9,19,Moksri Chatchu-On ,OH,0,0,0,0,,THA,BLOCK,2,16,16119,0.0
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,BLOCK,2,16,16119,0.0
11,21,Sooksod Thanacha ,O,0,0,1,1,0.0,THA,BLOCK,2,16,16119,0.0
12,24,Boonlert Tichakorn ,MB,0,0,0,0,,THA,BLOCK,2,16,16119,0.0
0,19,Moksri Chatchu-On ,OH,1,0,1,2,50.0,THA,BLOCK,3,23,16119,0.0
1,99,Bundasak Jarasporn ,MB,1,0,2,3,33.33,THA,BLOCK,3,23,16119,0.0
2,1,Srithong Wipawee ,OH,0,0,0,0,,THA,BLOCK,3,23,16119,0.0
3,3,Guedpard Pornpun (C),S,0,0,0,0,,THA,BLOCK,3,23,16119,0.0
4,5,Nuekjang Thatdao ,MB,0,0,0,0,,THA,BLOCK,3,23,16119,0.0
5,12,Bamrungsuk Hattaya ,MB,0,0,0,0,,THA,BLOCK,3,23,16119,0.0
6,14,Chuewulim Sutadta ,OH,0,0,0,0,,THA,BLOCK,3,23,16119,0.0
7,15,Phomla Soraya ,S,0,0,0,0,,THA,BLOCK,3,23,16119,0.0
8,16,Kokram Pimpichaya ,O,0,1,0,1,-100.0,THA,BLOCK,3,23,16119,0.0
9,18,Kongyot Ajcharaporn ,OH,0,0,0,0,,THA,BLOCK,3,23,16119,0.0
10,20,Pairoj Supattra ,L,0,0,0,0,,THA,BLOCK,3,23,16119,0.0
11,21,Sooksod Thanacha ,O,0,1,0,1,-100.0,THA,BLOCK,3,23,16119,0.0
12,24,Boonlert Tichakorn ,MB,0,1,3,4,-25.0,THA,BLOCK,3,23,16119,0.0
0,15,Da Silva Ana Carolina ,MB,5,5,7,17,0.0,BRA,BLOCK,0,0,16119,
1,7,Montibeller Rosamaria ,OH,2,0,2,4,50.0,BRA,BLOCK,0,0,16119,
2,11,Basso Maiara ,OH,2,2,3,7,0.0,BRA,BLOCK,0,0,16119,
3,10,Braga Guimaraes Gabriela (C),OH,1,0,3,4,25.0,BRA,BLOCK,0,0,16119,
4,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,BLOCK,0,0,16119,
5,3,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,BLOCK,0,0,16119,
6,4,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,BLOCK,0,0,16119,
7,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,BLOCK,0,0,16119,
8,6,Daher de Menezes Thaisa ,MB,0,2,2,4,-50.0,BRA,BLOCK,0,0,16119,
9,8,Silva Carneiro Macris Fernanda ,S,0,1,3,4,-25.0,BRA,BLOCK,0,0,16119,
10,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,BLOCK,0,0,16119,
11,14,Araujo Natália ,L,0,0,0,0,,BRA,BLOCK,0,0,16119,
12,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,BLOCK,0,0,16119,
13,18,Da Silva Lorrayna ,O,0,0,0,0,,BRA,BLOCK,0,0,16119,
0,7,Montibeller Rosamaria ,OH,2,0,0,2,100.0,BRA,BLOCK,1,25,16119,1.0
1,11,Basso Maiara ,OH,1,1,1,3,0.0,BRA,BLOCK,1,25,16119,1.0
2,15,Da Silva Ana Carolina ,MB,1,3,2,6,-33.33,BRA,BLOCK,1,25,16119,1.0
3,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,BLOCK,1,25,16119,1.0
4,3,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,BLOCK,1,25,16119,1.0
5,4,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,BLOCK,1,25,16119,1.0
6,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,BLOCK,1,25,16119,1.0
7,6,Daher de Menezes Thaisa ,MB,0,2,2,4,-50.0,BRA,BLOCK,1,25,16119,1.0
8,8,Silva Carneiro Macris Fernanda ,S,0,0,1,1,0.0,BRA,BLOCK,1,25,16119,1.0
9,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,BLOCK,1,25,16119,1.0
10,10,Braga Guimaraes Gabriela (C),OH,0,0,1,1,0.0,BRA,BLOCK,1,25,16119,1.0
11,14,Araujo Natália ,L,0,0,0,0,,BRA,BLOCK,1,25,16119,1.0
12,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,BLOCK,1,25,16119,1.0
13,18,Da Silva Lorrayna ,O,0,0,0,0,,BRA,BLOCK,1,25,16119,1.0
0,10,Braga Guimaraes Gabriela (C),OH,1,0,2,3,33.33,BRA,BLOCK,2,25,16119,1.0
1,15,Da Silva Ana Carolina ,MB,1,0,3,4,25.0,BRA,BLOCK,2,25,16119,1.0
2,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,BLOCK,2,25,16119,1.0
3,3,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,BLOCK,2,25,16119,1.0
4,4,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,BLOCK,2,25,16119,1.0
5,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,BLOCK,2,25,16119,1.0
6,6,Daher de Menezes Thaisa ,MB,0,0,0,0,,BRA,BLOCK,2,25,16119,1.0
7,7,Montibeller Rosamaria ,OH,0,0,1,1,0.0,BRA,BLOCK,2,25,16119,1.0
8,8,Silva Carneiro Macris Fernanda ,S,0,0,1,1,0.0,BRA,BLOCK,2,25,16119,1.0
9,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,BLOCK,2,25,16119,1.0
10,11,Basso Maiara ,OH,0,0,1,1,0.0,BRA,BLOCK,2,25,16119,1.0
11,14,Araujo Natália ,L,0,0,0,0,,BRA,BLOCK,2,25,16119,1.0
12,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,BLOCK,2,25,16119,1.0
13,18,Da Silva Lorrayna ,O,0,0,0,0,,BRA,BLOCK,2,25,16119,1.0
0,15,Da Silva Ana Carolina ,MB,3,2,2,7,14.29,BRA,BLOCK,3,25,16119,1.0
1,11,Basso Maiara ,OH,1,1,1,3,0.0,BRA,BLOCK,3,25,16119,1.0
2,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
3,3,Alexandre Costa Nunes Nyeme Victoria ,L,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
4,4,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
5,5,Zalewski Daroit Priscila ,OH,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
6,6,Daher de Menezes Thaisa ,MB,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
7,7,Montibeller Rosamaria ,OH,0,0,1,1,0.0,BRA,BLOCK,3,25,16119,1.0
8,8,Silva Carneiro Macris Fernanda ,S,0,1,1,2,-50.0,BRA,BLOCK,3,25,16119,1.0
9,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
10,10,Braga Guimaraes Gabriela (C),OH,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
11,14,Araujo Natália ,L,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
12,17,Bergmann Julia Isabelle ,OH,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
13,18,Da Silva Lorrayna ,O,0,0,0,0,,BRA,BLOCK,3,25,16119,1.0
0,27,Pacak Joanna ,MB,6,2,5,13,30.77,POL,BLOCK,0,0,16120,
1,26,Wenerska Katarzyna ,S,2,4,3,9,-22.22,POL,BLOCK,0,0,16120,
2,15,Czyrnianska Martyna ,OH,1,0,0,1,100.0,POL,BLOCK,0,0,16120,
3,30,Rozanski Olivia ,OH,1,0,1,2,50.0,POL,BLOCK,0,0,16120,
4,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,0,0,16120,
5,5,Korneluk Agnieszka (C),MB,0,4,5,9,-44.44,POL,BLOCK,0,0,16120,
6,7,Galkowska Monika ,O,0,0,0,0,,POL,BLOCK,0,0,16120,
7,9,Stysiak Magdalena ,O,0,4,2,6,-66.67,POL,BLOCK,0,0,16120,
8,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,0,0,16120,
9,11,Lukasik Martyna ,OH,0,6,2,8,-75.0,POL,BLOCK,0,0,16120,
10,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,0,0,16120,
11,23,Pierzchała Dominika ,MB,0,0,0,0,,POL,BLOCK,0,0,16120,
12,62,Nowicka Julia ,S,0,0,0,0,,POL,BLOCK,0,0,16120,
13,95,Jurczyk Magdalena ,MB,0,2,2,4,-50.0,POL,BLOCK,0,0,16120,
0,26,Wenerska Katarzyna ,S,1,0,0,1,100.0,POL,BLOCK,1,25,16120,1.0
1,30,Rozanski Olivia ,OH,1,0,0,1,100.0,POL,BLOCK,1,25,16120,1.0
2,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,1,25,16120,1.0
3,5,Korneluk Agnieszka (C),MB,0,1,1,2,-50.0,POL,BLOCK,1,25,16120,1.0
4,7,Galkowska Monika ,O,0,0,0,0,,POL,BLOCK,1,25,16120,1.0
5,9,Stysiak Magdalena ,O,0,0,0,0,,POL,BLOCK,1,25,16120,1.0
6,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,1,25,16120,1.0
7,11,Lukasik Martyna ,OH,0,2,1,3,-66.67,POL,BLOCK,1,25,16120,1.0
8,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,1,25,16120,1.0
9,15,Czyrnianska Martyna ,OH,0,0,0,0,,POL,BLOCK,1,25,16120,1.0
10,23,Pierzchała Dominika ,MB,0,0,0,0,,POL,BLOCK,1,25,16120,1.0
11,27,Pacak Joanna ,MB,0,0,0,0,,POL,BLOCK,1,25,16120,1.0
12,62,Nowicka Julia ,S,0,0,0,0,,POL,BLOCK,1,25,16120,1.0
13,95,Jurczyk Magdalena ,MB,0,0,2,2,0.0,POL,BLOCK,1,25,16120,1.0
0,27,Pacak Joanna ,MB,2,0,3,5,40.0,POL,BLOCK,2,21,16120,0.0
1,15,Czyrnianska Martyna ,OH,1,0,0,1,100.0,POL,BLOCK,2,21,16120,0.0
2,26,Wenerska Katarzyna ,S,1,3,0,4,-50.0,POL,BLOCK,2,21,16120,0.0
3,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,2,21,16120,0.0
4,5,Korneluk Agnieszka (C),MB,0,1,0,1,-100.0,POL,BLOCK,2,21,16120,0.0
5,7,Galkowska Monika ,O,0,0,0,0,,POL,BLOCK,2,21,16120,0.0
6,9,Stysiak Magdalena ,O,0,3,1,4,-75.0,POL,BLOCK,2,21,16120,0.0
7,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,2,21,16120,0.0
8,11,Lukasik Martyna ,OH,0,1,1,2,-50.0,POL,BLOCK,2,21,16120,0.0
9,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,2,21,16120,0.0
10,23,Pierzchała Dominika ,MB,0,0,0,0,,POL,BLOCK,2,21,16120,0.0
11,30,Rozanski Olivia ,OH,0,0,0,0,,POL,BLOCK,2,21,16120,0.0
12,62,Nowicka Julia ,S,0,0,0,0,,POL,BLOCK,2,21,16120,0.0
13,95,Jurczyk Magdalena ,MB,0,2,0,2,-100.0,POL,BLOCK,2,21,16120,0.0
0,27,Pacak Joanna ,MB,2,0,0,2,100.0,POL,BLOCK,3,25,16120,1.0
1,1,Stenzel Maria ,L,0,0,0,0,,POL,BLOCK,3,25,16120,1.0
2,5,Korneluk Agnieszka (C),MB,0,0,3,3,0.0,POL,BLOCK,3,25,16120,1.0
3,7,Galkowska Monika ,O,0,0,0,0,,POL,BLOCK,3,25,16120,1.0
4,9,Stysiak Magdalena ,O,0,0,0,0,,POL,BLOCK,3,25,16120,1.0
5,10,Fedusio Monika ,OH,0,0,0,0,,POL,BLOCK,3,25,16120,1.0
6,11,Lukasik Martyna ,OH,0,0,0,0,,POL,BLOCK,3,25,16120,1.0
7,12,Szczyglowska Aleksandra ,OH,0,0,0,0,,POL,BLOCK,3,25,16120,1.0
8,15,Czyrnianska Martyna ,OH,0,0,0,0,,POL,BLOCK,3,25,16120,1.0
9,23,Pierzchała Dominika ,MB,0,0,0,0,,POL,BLOCK,3,25,16120,1.0
